ProjectType,NamePlateRating,InServiceDate,ProjectStatus,ProjectID,CompletionDate,ProjectCircuitID,Hybrid,SolarPV,EnergyStorageSystem,Wind,MicroTurbine,SynchronousGenerator,InductionGenerator,FarmWaste,FuelCell,CombinedHeatandPower,GasTurbine,Hydro,InternalCombustionEngine,SteamTurbine,Other
NRESPHOTO,5000,NULL,NULL,17028,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17078,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17079,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17080,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3149,NULL,NULL,17075,NULL,NULL,N,3149,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17137,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17138,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17139,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2820,NULL,NULL,17152,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17187,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,20000,NULL,NULL,17217,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,17227,NULL,NULL,Y,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,4000,NULL,NULL,17228,NULL,NULL,Y,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17269,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17270,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,133.2,NULL,NULL,17279,NULL,NULL,N,133.2,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,233.2,NULL,NULL,17280,NULL,NULL,N,233.2,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,20000,NULL,NULL,17287,NULL,NULL,N,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4625,NULL,NULL,17288,NULL,NULL,N,4625,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17289,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3000,NULL,NULL,17313,NULL,NULL,N,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17324,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,20000,NULL,NULL,17326,NULL,NULL,N,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,20000,NULL,NULL,17327,NULL,NULL,N,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,17350,NULL,NULL,Y,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,108660,NULL,NULL,17391,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2000,NULL,NULL,17395,NULL,NULL,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4999,NULL,NULL,17441,NULL,NULL,N,4999,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,800000,NULL,NULL,17473,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmission,1300000,NULL,NULL,17482,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,80000,NULL,NULL,17483,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHP,2000,NULL,NULL,17503,NULL,NULL,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,12/15/2021,NULL,17661,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmission,NULL,NULL,NULL,17748,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmission,NULL,NULL,NULL,17749,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,150000,NULL,NULL,17750,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,200000,NULL,NULL,17765,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,17929,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,70000,NULL,NULL,17946,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,19.94,NULL,NULL,17951,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,NULL,18019,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4000,NULL,NULL,18102,NULL,NULL,N,4000,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,53760,NULL,NULL,18152,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,104160,NULL,NULL,18185,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,5000,NULL,NULL,18210,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,90000,NULL,NULL,18212,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18242,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,10000,NULL,NULL,18249,NULL,NULL,N,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18272,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18295,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
ComWind,31500,NULL,NULL,18387,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmission,1300000,NULL,NULL,18436,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,130150,NULL,NULL,18522,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,750,NULL,NULL,18534,NULL,NULL,N,750,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,6000,NULL,NULL,18559,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1000,NULL,NULL,18619,NULL,NULL,N,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmission,1300000,NULL,NULL,18630,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmission,1300000,NULL,NULL,18631,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FuelCell,2000,NULL,NULL,18634,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,20000,NULL,NULL,18638,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18689,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18748,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmission,198880,NULL,NULL,18814,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,20000,NULL,NULL,18822,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,NULL,NULL,NULL,18823,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,600,NULL,NULL,18836,NULL,NULL,N,600,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18888,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18889,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18891,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18926,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18937,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,18956,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,NULL,19017,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19045,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19046,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19047,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,NULL,NULL,NULL,19059,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESWIND,3300,NULL,NULL,19137,NULL,NULL,N,3300,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19194,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19239,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19429,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,9998,NULL,NULL,19496,NULL,NULL,N,9998,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3000,NULL,NULL,19723,NULL,NULL,N,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,255800,NULL,NULL,19729,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19736,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19811,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,123200,NULL,NULL,19864,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,105000,NULL,NULL,19913,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19975,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,210000,NULL,NULL,20024,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,NULL,20030,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,500000,NULL,NULL,20081,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,505000,NULL,NULL,20085,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ComWind,121500,NULL,NULL,20153,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4999,NULL,NULL,20376,NULL,NULL,N,4999,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,20000,NULL,NULL,20515,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20543,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20552,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20553,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20585,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20636,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,NULL,20679,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,19.84,NULL,NULL,20694,32:23.0,NULL,N,19.84,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,151200,NULL,NULL,20738,NULL,NULL,N,0,130000,0,0,0,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,NULL,20747,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4999,NULL,NULL,20845,NULL,NULL,N,4999,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20854,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20871,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
WindESS,5000,NULL,NULL,20891,26:36.0,NULL,Y,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0
WindESS,5000,NULL,NULL,20895,31:29.0,NULL,Y,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0
WindESS,5000,NULL,NULL,20896,38:48.0,NULL,Y,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,13.68,NULL,NULL,20922,30:06.0,NULL,N,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3300,NULL,NULL,20972,23:38.0,NULL,N,3300,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20975,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20976,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5000,NULL,NULL,20977,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2500,NULL,NULL,20998,17:26.0,NULL,N,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3417,NULL,NULL,21005,NULL,NULL,N,3417,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,NULL,NULL,NULL,21012,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21013,28:20.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2000,NULL,NULL,21019,03:22.0,NULL,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1500,NULL,NULL,21020,19:18.0,NULL,N,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2750,NULL,NULL,21030,15:07.0,NULL,N,2750,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21040,49:56.0,NULL,Y,5000,2750,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21041,56:53.0,NULL,Y,5000,2750,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21042,02:56.0,NULL,Y,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,180,NULL,NULL,21044,NULL,NULL,N,180,0,0,0,0,0,0,0,0,0,0,0,0,0
Hybrid,5000,NULL,NULL,21046,27:26.0,NULL,Y,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,180,NULL,NULL,21051,41:53.0,NULL,N,180,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3300,NULL,NULL,21058,13:57.0,NULL,N,3300,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21066,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3425,NULL,NULL,21069,06:33.0,NULL,N,3425,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,9,NULL,NULL,21073,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,9,NULL,NULL,21074,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4500,NULL,NULL,21100,19:59.0,NULL,N,4500,0,0,0,0,0,0,0,0,0,0,0,0,0
NULL,5000,NULL,NULL,21104,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,300,NULL,NULL,21106,54:29.0,NULL,N,300,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,480,NULL,NULL,21118,NULL,NULL,N,480,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4999,NULL,NULL,21132,NULL,NULL,N,4999,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21139,21:20.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21141,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21142,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3900,NULL,NULL,21148,34:03.0,NULL,N,3900,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4500,NULL,NULL,21149,43:18.0,NULL,N,4500,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21157,14:18.0,NULL,Y,5000,3000,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21165,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21166,02:54.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3330,NULL,NULL,21169,20:06.0,NULL,N,3300,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21172,55:23.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21173,01:45.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,4500,NULL,NULL,21174,11:20.0,NULL,Y,0,4500,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21178,32:15.0,NULL,Y,5000,3000,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2250,NULL,NULL,21183,46:12.0,NULL,N,2250,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21186,24:42.0,NULL,Y,5000,2750,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21187,24:28.0,NULL,Y,5000,2750,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21188,10:51.0,NULL,Y,5000,2750,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21193,44:53.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4999,NULL,NULL,21205,NULL,NULL,N,4999,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21215,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3000,NULL,NULL,21221,37:18.0,NULL,N,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
WindESS,5000,NULL,NULL,21225,33:08.0,NULL,Y,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3425,NULL,NULL,21226,16:39.0,NULL,N,3425,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3425,NULL,NULL,21227,18:19.0,NULL,N,3425,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4999,NULL,NULL,21230,NULL,NULL,N,4999,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3425,NULL,NULL,21234,48:21.0,NULL,N,3425,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21238,47:41.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3740,NULL,NULL,21240,NULL,NULL,N,3740,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21242,14:22.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3425,NULL,NULL,21246,38:57.0,NULL,N,3425,0,0,0,0,0,0,0,0,0,0,0,0,0
WindESS,5000,NULL,NULL,21247,37:29.0,NULL,N,0,5000,5000,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21250,02:37.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,160,NULL,NULL,21257,NULL,NULL,N,160,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1300,NULL,NULL,21258,00:31.0,NULL,N,1300,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1600,NULL,NULL,21268,NULL,NULL,N,1600,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21269,13:22.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21270,30:19.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21271,51:44.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21272,NULL,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21261,NULL,NULL,N,5000,2750,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1100,NULL,NULL,21267,NULL,NULL,N,1100,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8.4,NULL,NULL,21222,54:17.0,NULL,N,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8.85,NULL,NULL,21216,16:43.0,NULL,N,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21206,41:54.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,14.1,NULL,NULL,21182,21:18.0,NULL,N,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,21189,29:06.0,NULL,Y,5000,2750,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21171,36:38.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21167,08:23.0,NULL,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,480,NULL,NULL,21128,NULL,NULL,N,480,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,15.2,NULL,NULL,21123,21:23.0,NULL,Y,15.2,10,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,475,NULL,NULL,21065,24:19.0,NULL,N,475,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,20,NULL,NULL,20489,43:33.0,NULL,N,20,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19402,NULL,NULL,Y,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4995,NULL,NULL,14453,NULL,NULL,N,4995,0,0,0,0,0,0,0,0,0,0,0,0,0
ComSolar,20000,NULL,NULL,13238,NULL,NULL,N,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
CHP,100,NULL,NULL,13178,NULL,NULL,N,0,0,0,0,0,0,0,0,100,0,0,0,0,0
NRESPHOTO,2000,NULL,NULL,12124,NULL,NULL,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2000,NULL,NULL,11826,NULL,NULL,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2000,NULL,NULL,11302,NULL,NULL,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2000,NULL,NULL,10002,NULL,NULL,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2000,NULL,NULL,10418,NULL,NULL,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
Transmission,NULL,NULL,NULL,10709,NULL,NULL,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8,NULL,NULL,20569,03:18.0,0001RO0304,N,8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5,NULL,NULL,15858,24:32.0,0001RO0385,N,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.296,NULL,NULL,20322,12:49.0,0001RO2142,N,7.296,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,65.54,NULL,NULL,16742,07:03.0,0001RO2143,N,65.54,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6.6,NULL,NULL,20987,27:33.0,0006RO0384,N,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5,NULL,NULL,15778,21:37.0,0014RO0437,N,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.6,NULL,NULL,20755,55:52.0,0015RO2116,N,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,4.8,NULL,NULL,19543,23:01.0,0036RO0483,N,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,9.44,NULL,NULL,18487,33:59.0,0037RO0365,N,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.8,NULL,NULL,19291,38:59.0,0040RO0428,N,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7,NULL,NULL,20818,32:20.0,0041RO0431,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5.4,NULL,NULL,21071,46:18.0,0041RO0432,N,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,4,NULL,NULL,21052,05:53.0,0042RO0280,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,60,NULL,NULL,19305,06:10.0,0042RO0328,N,60,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.68,NULL,NULL,19511,16:29.0,0043RO2105,N,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8.99,NULL,NULL,17742,21:15.0,0046RO2507,N,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,9.216,NULL,NULL,20879,18:33.0,0047RO0265,N,9.216,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6.4,NULL,NULL,19663,26:57.0,0048RO0456,N,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8,NULL,NULL,21204,57:10.0,0049RO0270,N,8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,4,NULL,NULL,20874,28:38.0,0049RO0442,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8.26,NULL,NULL,20872,41:01.0,0055RO5239,N,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.8,NULL,NULL,21096,03:17.0,0055RO5240,N,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.68,NULL,NULL,20851,56:19.0,0056RO5178,N,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0
